frame,timestamp,src_mac,format,channel_width_mhz,num_rx,num_tx,num_subcarriers,rssi1,rssi2,csi_data_size,rate_n_flag
724,0,68:72:51:58:79:97,HT,20,2,1,56,78,81,448,180739
725,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,73,72,448,180740
726,0,22:6e:45:de:34:20,HT,20,2,1,56,74,79,448,49667
727,0,22:6e:45:de:34:20,HT,20,2,1,56,72,77,448,49666
728,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,73,448,49671
729,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,72,448,49667
730,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,72,448,49671
731,0,d2:eb:c2:e1:ba:12,HT,20,2,1,56,69,73,448,49667
732,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,72,448,49671
733,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,70,448,49671
734,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,69,448,49669
735,0,68:72:51:58:79:97,HT,20,2,1,56,77,80,448,180741
736,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,69,448,49671
737,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,70,448,49671
738,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,69,448,49669
739,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,70,448,49671
740,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,69,448,49671
741,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,68,448,49671
742,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,68,448,49671
743,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,71,448,49671
744,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,70,448,49669
745,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,71,448,49671
746,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,70,448,49671
747,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,71,448,49671
748,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,71,448,49671
749,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,73,448,49671
750,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,73,448,49671
751,0,22:6e:45:de:34:20,HT,20,2,1,56,74,75,448,49667
752,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,73,448,49671
753,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,73,448,49671
754,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,72,448,49669
755,0,22:6e:45:de:34:20,HT,20,2,1,56,74,76,448,49667
756,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,72,448,49669
757,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,72,448,49669
758,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,71,448,49669
759,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,70,448,49667
760,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,72,448,49671
761,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,70,72,448,49671
762,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,70,73,448,49671
763,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,74,448,49671
764,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,74,448,49671
765,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,74,448,49671
766,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,74,448,49671
767,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,73,448,49671
768,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,72,448,49671
769,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,71,448,49671
770,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,71,448,49671
771,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,71,448,49671
772,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,73,73,448,180740
773,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,72,74,448,180740
774,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,71,74,448,180740
775,0,68:72:51:58:79:97,HT,20,2,1,56,78,79,448,180739
776,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,70,448,49671
777,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,69,448,49671
778,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,69,448,49671
779,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,70,448,49671
780,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,70,448,49671
781,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,71,448,49671
782,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,71,448,49669
783,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,71,448,49669
784,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,71,448,49671
785,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,72,448,49671
786,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,73,448,49669
787,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,73,448,49669
788,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,73,448,49667
789,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,73,448,49667
790,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,73,448,49665
791,0,22:6e:45:de:34:20,HT,20,2,1,56,73,75,448,49668
792,0,68:72:51:58:79:97,HT,20,2,1,56,79,81,448,180739
793,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,73,448,49671
794,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,71,448,49671
795,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,71,448,49671
796,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,70,448,49671
797,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,71,448,49671
798,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,70,448,49671
799,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,70,448,49669
800,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,71,448,49671
801,0,22:6e:45:de:34:20,HT,20,2,1,56,72,77,448,49667
802,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,72,448,49671
803,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,72,448,49669
804,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,73,448,49669
805,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,73,448,49667
806,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,73,448,49667
807,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,73,448,49665
808,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,73,448,49671
809,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,73,73,448,180742
810,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,72,448,49671
811,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,66,72,448,49669
812,0,22:6e:45:de:34:20,HT,20,2,1,56,73,82,448,49667
813,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,74,75,448,180742
814,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,75,74,448,180742
815,0,68:72:51:58:79:97,HT,20,2,1,56,76,79,448,180739
816,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,68,448,49671
817,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,68,448,49671
818,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,68,448,49671
819,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,68,448,49671
820,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,68,448,49671
821,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,74,448,49671
822,0,22:6e:45:de:34:20,HT,20,2,1,56,73,79,448,49668
823,0,22:6e:45:de:34:20,HT,20,2,1,56,74,79,448,49667
824,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,73,448,49671
825,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,72,448,49671
826,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,72,448,49671
827,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,71,448,49671
828,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,71,448,49669
829,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,71,448,49669
830,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,68,448,49671
831,0,22:6e:45:de:34:20,HT,20,2,1,56,75,80,448,49667
832,0,22:6e:45:de:34:20,HT,20,2,1,56,73,76,448,49666
833,0,22:6e:45:de:34:20,HT,20,2,1,56,73,76,448,49666
834,0,22:6e:45:de:34:20,HT,20,2,1,56,74,76,448,49667
835,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,72,448,49669
836,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,72,448,49669
837,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,70,73,448,49671
838,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,73,71,448,180742
839,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,73,448,49671
840,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,72,448,49671
841,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,72,448,49669
842,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,72,448,49669
843,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,73,448,49671
844,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,72,448,49671
845,0,22:6e:45:de:34:20,HT,20,2,1,56,74,75,448,49667
846,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,70,448,49671
847,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,70,448,49671
848,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,70,448,49671
849,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,69,448,49671
850,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,69,448,49671
851,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,69,448,49669
852,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,69,448,49669
853,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,69,448,49667
854,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,69,448,49671
855,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,68,448,49669
856,0,22:6e:45:de:34:20,HT,20,2,1,56,75,76,448,49667
857,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,70,73,448,49671
858,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,70,73,448,49671
859,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,75,448,49671
860,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,73,73,448,180742
861,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,74,448,49669
862,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,73,448,49671
863,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,73,448,49671
864,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,72,448,49669
865,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,72,448,49671
866,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,69,448,49669
867,0,22:6e:c5:01:c1:23,HT,20,2,1,56,74,74,448,49666
868,0,22:6e:45:de:34:20,HT,20,2,1,56,74,77,448,49666
869,0,22:6e:45:de:34:20,HT,20,2,1,56,74,77,448,49666
870,0,22:6e:45:de:34:20,HT,20,2,2,56,74,75,896,49682
871,0,22:6e:45:de:34:20,HT,20,2,2,56,73,78,896,49682
872,0,22:6e:45:de:34:20,HT,20,2,2,56,74,79,896,49682
873,0,22:6e:45:de:34:20,HT,20,2,2,56,73,77,896,49681
874,0,22:6e:45:de:34:20,HT,20,2,2,56,74,77,896,49680
875,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,74,448,49671
876,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,75,448,49671
877,0,22:6e:45:de:34:20,HT,20,2,2,56,75,75,896,49681
878,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,73,448,49671
879,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,72,448,49671
880,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,72,448,49671
881,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,72,448,49671
882,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,71,448,49671
883,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,71,448,49671
884,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,71,448,49669
885,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,69,448,49669
886,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,69,448,49671
887,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,69,448,49671
888,0,22:6e:45:de:34:20,HT,20,2,2,56,74,75,896,49682
889,0,22:6e:45:de:34:20,HT,20,2,2,56,74,76,896,49684
890,0,22:6e:45:de:34:20,HT,20,2,2,56,75,75,896,49682
891,0,22:6e:45:de:34:20,HT,20,2,2,56,74,81,896,49681
892,0,22:6e:45:de:34:20,HT,20,2,2,56,72,81,896,49680
893,0,22:6e:45:de:34:20,HT,20,2,2,56,73,79,896,49682
894,0,22:6e:45:de:34:20,HT,20,2,2,56,74,79,896,49681
895,0,22:6e:45:de:34:20,HT,20,2,2,56,74,77,896,49682
896,0,22:6e:45:de:34:20,HT,20,2,2,56,72,78,896,49682
897,0,22:6e:45:de:34:20,HT,20,2,2,56,74,77,896,49682
898,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,68,448,49671
899,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,68,448,49671
900,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,68,448,49671
901,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,68,448,49671
902,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,69,448,49671
903,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,74,72,448,180742
904,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,75,72,448,180741
905,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,71,70,448,180742
906,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,72,69,448,180742
907,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,72,70,448,180742
908,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,70,70,448,180742
909,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,72,73,448,180741
910,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,71,73,448,180741
911,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,70,74,448,180741
912,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,69,74,448,180741
913,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,73,71,448,180741
914,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,72,71,448,180741
915,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,73,72,448,180741
916,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,72,71,448,180741
917,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,72,71,448,180741
918,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,72,73,448,180741
919,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,72,74,448,180741
920,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,72,74,448,180741
921,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,72,73,448,180741
922,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,72,73,448,180741
923,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,73,72,448,180740
924,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,73,72,448,180741
925,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,73,72,448,180741
926,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,72,73,448,180741
927,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,73,72,448,180741
928,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,70,448,49671
929,0,22:6e:45:de:34:20,HT,20,2,2,56,73,76,896,49682
930,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,70,448,49671
931,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,70,448,49671
932,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,73,70,448,180740
933,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,73,71,448,180740
934,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,73,71,448,180740
935,0,22:6e:45:de:34:20,HT,20,2,2,56,73,75,896,49681
936,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,72,73,448,180739
937,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,72,73,448,180740
938,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,71,71,448,180740
939,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,73,73,448,180740
940,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,74,72,448,180740
941,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,75,72,448,180740
942,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,72,448,49671
943,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,74,75,448,180740
944,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,74,76,448,180739
945,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,73,75,448,180739
946,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,72,73,448,180739
947,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,70,448,49671
948,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,71,448,49671
949,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,69,448,49671
950,0,22:6e:45:de:34:20,HT,20,2,2,56,75,77,896,49680
951,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,74,448,49671
952,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,73,448,49669
953,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,73,448,49669
954,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,73,448,49667
955,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,73,448,49667
956,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,73,72,448,180740
957,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,71,73,448,180740
958,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,72,448,49671
959,0,54:93:9c:c2:43:a2,HT,20,2,1,56,71,73,448,180740
960,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,69,73,448,180740
961,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,71,75,448,49671
962,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,72,74,448,180742
963,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,73,73,448,180741
964,0,22:6e:45:de:34:20,HT,20,2,2,56,74,78,896,49680
965,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,73,74,448,180741
966,0,22:6e:45:de:34:20,HT,20,2,2,56,73,78,896,49682
967,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,71,70,448,180742
968,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,71,72,448,180742
969,0,22:6e:45:de:34:20,HT,20,2,2,56,73,77,896,49680
970,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,69,74,448,180742
971,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,69,74,448,180742
972,0,22:6e:45:de:34:20,HT,20,2,2,56,73,78,896,49682
973,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,72,73,448,180741
974,0,22:6e:45:de:34:20,HT,20,2,2,56,74,77,896,49682
975,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,72,72,448,180742
976,0,22:6e:45:de:34:20,HT,20,2,2,56,74,75,896,49680
977,0,22:6e:45:de:34:20,HT,20,2,1,56,73,75,448,49664
978,0,22:6e:45:de:34:20,HT,20,2,2,56,74,75,896,49680
979,0,22:6e:45:de:34:20,HT,20,2,2,56,73,76,896,49680
980,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,71,448,49671
981,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,71,448,49671
982,0,22:6e:45:de:34:20,HT,20,2,2,56,74,75,896,49681
983,0,22:6e:45:de:34:20,HT,20,2,2,56,76,76,896,49681
984,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,72,74,448,180741
985,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,74,73,448,180742
986,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,72,74,448,180742
987,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,70,74,448,180742
988,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,70,74,448,180742
989,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,70,74,448,180742
990,0,22:6e:45:de:34:20,HT,20,2,2,56,74,77,896,49680
991,0,22:6e:45:de:34:20,HT,20,2,2,56,75,79,896,49680
992,0,22:6e:45:de:34:20,HT,20,2,1,56,74,81,448,49664
993,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,73,74,448,180741
994,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,73,74,448,180741
995,0,22:6e:45:de:34:20,HT,20,2,2,56,74,78,896,49680
996,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,73,72,448,180742
997,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,71,448,49671
998,0,22:6e:45:de:34:20,HT,20,2,1,56,73,79,448,49664
999,0,22:6e:45:de:34:20,HT,20,2,2,56,73,79,896,49681
1000,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,70,448,49671
1001,0,22:6e:45:de:34:20,HT,20,2,2,56,73,79,896,49681
1002,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,72,72,448,180741
1003,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,70,72,448,180742
1004,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,68,448,49671
1005,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,69,448,49671
1006,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,71,71,448,180741
1007,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,71,70,448,180741
1008,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,73,76,448,180742
1009,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,73,76,448,180742
1010,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,72,76,448,180742
1011,0,22:6e:45:de:34:20,HT,20,2,1,56,73,80,448,49664
1012,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,72,71,448,180743
1013,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,66,72,448,49671
1014,0,22:6e:45:de:34:20,HT,20,2,2,56,75,76,896,49680
1015,0,22:6e:45:de:34:20,HT,20,2,2,56,74,76,896,49681
1016,0,22:6e:45:de:34:20,HT,20,2,2,56,73,77,896,49681
1017,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,68,448,49671
1018,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,68,448,49671
1019,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,70,70,448,180743
1020,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,73,69,448,180743
1021,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,73,69,448,180743
1022,0,22:6e:45:de:34:20,HT,20,2,2,56,76,77,896,49680
1023,0,22:6e:45:de:34:20,HT,20,2,2,56,75,77,896,49680
1024,0,22:6e:45:de:34:20,HT,20,2,2,56,74,79,896,49681
1025,0,22:6e:45:de:34:20,HT,20,2,2,56,73,76,896,49680
1026,0,3a:8d:ef:b5:cb:ff,HT,20,2,1,56,67,73,448,49671
1027,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,75,72,448,180742
1028,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,74,70,448,180743
1029,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,72,448,49671
1030,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,74,74,448,180741
1031,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,74,72,448,180742
1032,0,22:6e:45:de:34:20,HT,20,2,2,56,74,77,896,49681
1033,0,22:6e:45:de:34:20,HT,20,2,2,56,74,77,896,49681
1034,0,22:6e:45:de:34:20,HT,20,2,2,56,74,77,896,49681
1035,0,22:6e:45:de:34:20,HT,20,2,1,56,73,81,448,49664
1036,0,39:a1:3b:a6:b0:e1,HT,20,2,1,56,68,74,448,180743
1037,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,71,448,49671
1038,0,d4:3b:04:9a:7c:70,HT,20,2,2,56,73,73,896,49684
1039,0,22:6e:45:de:34:20,HT,20,2,2,56,74,77,896,49680
1040,0,22:6e:45:de:34:20,HT,20,2,2,56,74,77,896,49680
1041,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,68,448,49671
1042,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,69,448,49671
1043,0,22:6e:45:de:34:20,HT,20,2,2,56,75,77,896,49680
1044,0,22:6e:45:de:34:20,HT,20,2,2,56,75,81,896,49681
1045,0,22:6e:45:de:34:20,HT,20,2,2,56,75,79,896,49681
1046,0,22:6e:45:de:34:20,HT,20,2,2,56,74,74,896,49681
1047,0,22:6e:45:de:34:20,HT,20,2,2,56,73,76,896,49680
1048,0,d4:3b:04:9a:7c:70,HT,20,2,2,56,72,73,896,49684
1049,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,70,73,448,49671
1050,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,71,73,448,180742
1051,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,71,73,448,180742
1052,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,72,73,448,180742
1053,0,22:6e:45:de:34:20,HT,20,2,2,56,74,79,896,49681
1054,0,22:6e:45:de:34:20,HT,20,2,2,56,74,81,896,49680
1055,0,22:6e:45:de:34:20,HT,20,2,2,56,72,75,896,49681
1056,0,22:6e:45:de:34:20,HT,20,2,2,56,73,74,896,49681
1057,0,22:6e:45:de:34:20,HT,20,2,2,56,72,75,896,49680
1058,0,22:6e:45:de:34:20,HT,20,2,2,56,75,76,896,49681
1059,0,22:6e:45:de:34:20,HT,20,2,2,56,75,78,896,49681
1060,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,72,71,448,180742
1061,0,22:6e:45:de:34:20,HT,20,2,2,56,75,78,896,49681
1062,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,69,72,448,180742
1063,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,71,74,448,180742
1064,0,22:6e:45:de:34:20,HT,20,2,2,56,74,76,896,49680
1065,0,22:6e:45:de:34:20,HT,20,2,2,56,75,77,896,49681
1066,0,22:6e:45:de:34:20,HT,20,2,2,56,74,75,896,49681
1067,0,22:6e:45:de:34:20,HT,20,2,2,56,74,76,896,49680
1068,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,72,72,448,180742
