frame,timestamp,src_mac,format,channel_width_mhz,num_rx,num_tx,num_subcarriers,rssi1,rssi2,csi_data_size,rate_n_flag
359,0,22:6e:45:de:34:20,HT,20,2,1,56,73,75,448,49666
360,0,22:6e:45:de:34:20,HT,20,2,1,56,72,77,448,49666
361,0,22:6e:45:de:34:20,HT,20,2,1,56,74,79,448,49667
362,0,22:6e:45:de:34:20,HT,20,2,1,56,73,79,448,49667
363,0,22:6e:45:de:34:20,HT,20,2,1,56,75,77,448,49667
364,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,66,69,448,49671
365,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,66,69,448,49671
366,0,22:6e:45:de:34:20,HT,20,2,1,56,77,78,448,49667
367,0,22:6e:45:de:34:20,HT,20,2,1,56,74,80,448,49667
368,0,22:6e:45:de:34:20,HT,20,2,1,56,74,83,448,49667
369,0,22:6e:45:de:34:20,HT,20,2,1,56,74,80,448,49667
370,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,68,448,49671
371,0,22:6e:45:de:34:20,HT,20,2,1,56,75,78,448,49667
372,0,22:6e:45:de:34:20,HT,20,2,1,56,75,78,448,49666
373,0,22:6e:45:de:34:20,HT,20,2,1,56,75,79,448,49666
374,0,22:6e:45:de:34:20,HT,20,2,1,56,75,79,448,49667
375,0,22:6e:45:de:34:20,HT,20,2,1,56,75,78,448,49666
376,0,22:6e:45:de:34:20,HT,20,2,1,56,73,77,448,49667
377,0,22:6e:45:de:34:20,HT,20,2,1,56,73,76,448,49666
378,0,22:6e:45:de:34:20,HT,20,2,1,56,73,76,448,49666
379,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,68,448,49671
380,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,68,448,49669
381,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,68,448,49669
382,0,22:6e:45:de:34:20,HT,20,2,1,56,74,76,448,49667
383,0,22:6e:45:de:34:20,HT,20,2,1,56,73,80,448,49667
384,0,22:6e:45:de:34:20,HT,20,2,1,56,72,78,448,49666
385,0,22:6e:45:de:34:20,HT,20,2,1,56,75,78,448,49667
386,0,22:6e:45:de:34:20,HT,20,2,1,56,75,77,448,49668
387,0,22:6e:45:de:34:20,HT,20,2,1,56,74,75,448,49667
388,0,22:6e:45:de:34:20,HT,20,2,1,56,75,76,448,49666
389,0,22:6e:45:de:34:20,HT,20,2,1,56,74,74,448,49668
390,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,67,448,49671
391,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,67,448,49671
392,0,22:6e:45:de:34:20,HT,20,2,1,56,75,77,448,49668
393,0,22:6e:45:de:34:20,HT,20,2,1,56,73,77,448,49667
394,0,22:6e:45:de:34:20,HT,20,2,1,56,76,75,448,49667
395,0,22:6e:45:de:34:20,HT,20,2,1,56,75,79,448,49667
396,0,22:6e:45:de:34:20,HT,20,2,1,56,74,79,448,49666
397,0,22:6e:45:de:34:20,HT,20,2,1,56,74,78,448,49666
398,0,22:6e:45:de:34:20,HT,20,2,1,56,74,74,448,49666
399,0,22:6e:45:de:34:20,HT,20,2,1,56,74,76,448,49667
400,0,22:6e:45:de:34:20,HT,20,2,1,56,76,79,448,49668
401,0,22:6e:45:de:34:20,HT,20,2,1,56,76,73,448,49667
402,0,22:6e:45:de:34:20,HT,20,2,1,56,76,76,448,49666
403,0,22:6e:45:de:34:20,HT,20,2,1,56,75,78,448,49667
404,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,68,448,49671
405,0,22:6e:45:de:34:20,HT,20,2,1,56,75,76,448,49667
406,0,22:6e:45:de:34:20,HT,20,2,1,56,74,76,448,49666
407,0,22:6e:45:de:34:20,HT,20,2,1,56,75,76,448,49666
408,0,22:6e:45:de:34:20,HT,20,2,1,56,75,76,448,49666
409,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,66,69,448,49671
410,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,69,448,49671
411,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,69,448,49671
412,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,71,448,49671
413,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,72,448,49671
414,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,71,448,49671
415,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,69,448,49671
416,0,22:6e:45:de:34:20,HT,20,2,1,56,75,74,448,49668
417,0,22:6e:45:de:34:20,HT,20,2,1,56,74,74,448,49666
418,0,22:6e:45:de:34:20,HT,20,2,1,56,75,74,448,49666
419,0,3a:8d:77:6a:e6:c9,HT,20,2,1,56,67,70,448,49671
420,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,66,71,448,49669
421,0,22:6e:45:de:34:20,HT,20,2,1,56,74,74,448,49667
422,0,22:6e:45:de:34:20,HT,20,2,1,56,74,74,448,49666
423,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,66,68,448,49671
424,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,66,68,448,49671
425,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,66,70,448,49671
426,0,22:6e:45:de:34:20,HT,20,2,1,56,75,74,448,49667
427,0,22:6e:45:de:34:20,HT,20,2,1,56,74,73,448,49666
428,0,22:6e:45:de:34:20,HT,20,2,1,56,75,73,448,49667
429,0,22:6e:45:de:34:20,HT,20,2,1,56,76,74,448,49667
430,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,66,69,448,49671
431,0,22:6e:45:de:34:20,HT,20,2,1,56,76,74,448,49667
432,0,22:6e:45:de:34:20,HT,20,2,1,56,75,73,448,49666
433,0,22:6e:45:de:34:20,HT,20,2,1,56,75,73,448,49666
434,0,22:6e:45:de:34:20,HT,20,2,1,56,74,75,448,49667
435,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,66,69,448,49671
436,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,70,448,49671
437,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,69,448,49671
438,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,66,69,448,49671
439,0,22:6e:45:de:34:20,HT,20,2,1,56,75,74,448,49666
440,0,22:6e:45:de:34:20,HT,20,2,1,56,76,74,448,49666
441,0,22:6e:45:de:34:20,HT,20,2,1,56,75,73,448,49667
442,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,66,68,448,49671
443,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,66,69,448,49671
444,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,66,70,448,49671
445,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,66,69,448,49669
446,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,66,69,448,49671
447,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,66,69,448,49671
448,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,66,69,448,49669
449,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,66,69,448,49669
450,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,66,69,448,49667
451,0,22:6e:45:de:34:20,HT,20,2,1,56,75,74,448,49667
452,0,22:6e:45:de:34:20,HT,20,2,1,56,75,74,448,49667
453,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,66,67,448,49671
454,0,6a:af:7a:a0:d8:63,HT,20,2,1,56,81,79,448,49667
455,0,22:6e:45:de:34:20,HT,20,2,1,56,75,75,448,49667
456,0,22:6e:45:de:34:20,HT,20,2,1,56,75,74,448,49666
457,0,22:6e:45:de:34:20,HT,20,2,1,56,76,75,448,49667
458,0,22:6e:45:de:34:20,HT,20,2,1,56,75,74,448,49666
459,0,22:6e:45:de:34:20,HT,20,2,1,56,76,74,448,49666
460,0,22:6e:45:de:34:20,HT,20,2,1,56,75,73,448,49667
461,0,22:6e:45:de:34:20,HT,20,2,1,56,74,73,448,49666
462,0,22:6e:45:de:34:20,HT,20,2,1,56,74,73,448,49666
463,0,22:6e:45:de:34:20,HT,20,2,1,56,75,73,448,49666
464,0,22:6e:45:de:34:20,HT,20,2,1,56,73,73,448,49667
465,0,22:6e:45:de:34:20,HT,20,2,1,56,74,76,448,49667
466,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,66,70,448,49671
467,0,22:6e:45:de:34:20,HT,20,2,1,56,74,74,448,49667
468,0,22:6e:45:de:34:20,HT,20,2,1,56,73,73,448,49666
469,0,22:6e:45:de:34:20,HT,20,2,1,56,74,73,448,49666
470,0,22:6e:45:de:34:20,HT,20,2,1,56,74,75,448,49667
471,0,22:6e:45:de:34:20,HT,20,2,1,56,74,74,448,49666
472,0,22:6e:45:de:34:20,HT,20,2,1,56,75,74,448,49666
473,0,22:6e:45:de:34:20,HT,20,2,1,56,75,75,448,49666
474,0,22:6e:45:de:34:20,HT,20,2,1,56,74,76,448,49667
475,0,22:6e:45:de:34:20,HT,20,2,1,56,75,73,448,49666
476,0,22:6e:45:de:34:20,HT,20,2,1,56,75,76,448,49667
477,0,22:6e:45:de:34:20,HT,20,2,1,56,75,76,448,49666
478,0,22:6e:45:de:34:20,HT,20,2,1,56,75,76,448,49666
479,0,22:6e:45:de:34:20,HT,20,2,1,56,74,76,448,49667
480,0,22:6e:45:de:34:20,HT,20,2,1,56,75,75,448,49666
481,0,22:6e:45:de:34:20,HT,20,2,1,56,76,76,448,49667
482,0,22:6e:45:de:34:20,HT,20,2,1,56,75,76,448,49666
483,0,22:6e:45:de:34:20,HT,20,2,1,56,75,76,448,49667
484,0,22:6e:45:de:34:20,HT,20,2,1,56,75,75,448,49666
485,0,22:6e:45:de:34:20,HT,20,2,1,56,74,74,448,49666
486,0,22:6e:45:de:34:20,HT,20,2,1,56,75,75,448,49666
487,0,22:6e:45:de:34:20,HT,20,2,2,56,77,77,896,49684
488,0,22:6e:45:de:34:20,HT,20,2,1,56,76,76,448,49667
489,0,22:6e:45:de:34:20,HT,20,2,1,56,76,75,448,49667
490,0,22:6e:45:de:34:20,HT,20,2,1,56,76,76,448,49666
491,0,22:6e:45:de:34:20,HT,20,2,1,56,77,76,448,49666
492,0,22:6e:45:de:34:20,HT,20,2,1,56,76,79,448,49667
493,0,22:6e:45:de:34:20,HT,20,2,1,56,76,78,448,49666
494,0,22:6e:45:de:34:20,HT,20,2,1,56,76,77,448,49667
495,0,22:6e:45:de:34:20,HT,20,2,1,56,75,76,448,49667
496,0,22:6e:45:de:34:20,HT,20,2,1,56,76,77,448,49666
497,0,22:6e:45:de:34:20,HT,20,2,1,56,78,75,448,49667
498,0,22:6e:45:de:34:20,HT,20,2,1,56,76,76,448,49666
499,0,22:6e:45:de:34:20,HT,20,2,1,56,75,76,448,49666
500,0,22:6e:45:de:34:20,HT,20,2,1,56,77,75,448,49667
501,0,22:6e:45:de:34:20,HT,20,2,1,56,75,77,448,49667
502,0,22:6e:45:de:34:20,HT,20,2,1,56,77,75,448,49667
503,0,22:6e:45:de:34:20,HT,20,2,1,56,76,77,448,49667
504,0,22:6e:45:de:34:20,HT,20,2,1,56,82,82,448,49667
505,0,22:6e:45:de:34:20,HT,20,2,1,56,76,77,448,49667
506,0,22:6e:45:de:34:20,HT,20,2,1,56,76,76,448,49666
507,0,d4:3b:04:9a:7c:70,HT,20,2,2,56,69,72,896,49686
508,0,22:6e:45:de:34:20,HT,20,2,1,56,75,76,448,49666
509,0,22:6e:45:de:34:20,HT,20,2,1,56,74,76,448,49667
510,0,22:6e:45:de:34:20,HT,20,2,1,56,75,75,448,49667
511,0,22:6e:45:de:34:20,HT,20,2,1,56,75,74,448,49666
512,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,66,70,448,49671
513,0,22:6e:45:de:34:20,HT,20,2,1,56,74,76,448,49667
514,0,22:6e:45:de:34:20,HT,20,2,1,56,74,76,448,49666
515,0,22:6e:45:de:34:20,HT,20,2,1,56,72,77,448,49666
516,0,22:6e:45:de:34:20,HT,20,2,1,56,72,77,448,49666
517,0,22:6e:45:de:34:20,HT,20,2,1,56,74,76,448,49667
518,0,22:6e:45:de:34:20,HT,20,2,1,56,74,75,448,49667
519,0,22:6e:45:de:34:20,HT,20,2,1,56,73,76,448,49667
520,0,22:6e:45:de:34:20,HT,20,2,1,56,74,76,448,49666
521,0,22:6e:45:de:34:20,HT,20,2,1,56,75,76,448,49666
522,0,22:6e:45:de:34:20,HT,20,2,1,56,73,78,448,49667
523,0,22:6e:45:de:34:20,HT,20,2,1,56,73,77,448,49666
524,0,22:6e:45:de:34:20,HT,20,2,1,56,73,77,448,49666
525,0,22:6e:45:de:34:20,HT,20,2,1,56,73,75,448,49666
526,0,22:6e:45:de:34:20,HT,20,2,1,56,74,76,448,49666
527,0,22:6e:45:de:34:20,HT,20,2,1,56,74,77,448,49667
528,0,22:6e:45:de:34:20,HT,20,2,1,56,74,77,448,49666
529,0,22:6e:45:de:34:20,HT,20,2,1,56,74,79,448,49667
530,0,22:6e:45:de:34:20,HT,20,2,1,56,73,79,448,49666
531,0,22:6e:45:de:34:20,HT,20,2,1,56,73,79,448,49666
532,0,22:6e:45:de:34:20,HT,20,2,1,56,75,78,448,49667
533,0,22:6e:45:de:34:20,HT,20,2,1,56,74,78,448,49666
534,0,22:6e:45:de:34:20,HT,20,2,1,56,73,75,448,49667
535,0,22:6e:45:de:34:20,HT,20,2,1,56,73,75,448,49666
536,0,22:6e:45:de:34:20,HT,20,2,1,56,73,75,448,49666
537,0,22:6e:45:de:34:20,HT,20,2,1,56,75,76,448,49667
538,0,22:6e:45:de:34:20,HT,20,2,1,56,74,77,448,49667
539,0,22:6e:45:de:34:20,HT,20,2,1,56,74,76,448,49666
540,0,22:6e:45:de:34:20,HT,20,2,1,56,73,75,448,49666
541,0,22:6e:45:de:34:20,HT,20,2,1,56,73,77,448,49668
542,0,22:6e:45:de:34:20,HT,20,2,1,56,73,76,448,49667
543,0,22:6e:45:de:34:20,HT,20,2,1,56,73,75,448,49666
544,0,22:6e:45:de:34:20,HT,20,2,1,56,72,75,448,49666
545,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,71,448,49671
546,0,22:6e:45:de:34:20,HT,20,2,1,56,74,77,448,49668
547,0,22:6e:45:de:34:20,HT,20,2,1,56,74,76,448,49667
548,0,22:6e:45:de:34:20,HT,20,2,1,56,73,74,448,49667
549,0,22:6e:45:de:34:20,HT,20,2,1,56,73,74,448,49667
550,0,22:6e:45:de:34:20,HT,20,2,1,56,73,74,448,49666
551,0,22:6e:45:de:34:20,HT,20,2,1,56,74,74,448,49666
552,0,22:6e:45:de:34:20,HT,20,2,1,56,73,77,448,49667
553,0,22:6e:45:de:34:20,HT,20,2,1,56,73,78,448,49666
554,0,22:6e:45:de:34:20,HT,20,2,1,56,74,75,448,49666
555,0,22:6e:45:de:34:20,HT,20,2,1,56,73,73,448,49668
556,0,22:6e:45:de:34:20,HT,20,2,1,56,76,75,448,49667
557,0,22:6e:45:de:34:20,HT,20,2,1,56,75,75,448,49666
558,0,22:6e:45:de:34:20,HT,20,2,1,56,74,77,448,49667
559,0,22:6e:45:de:34:20,HT,20,2,1,56,74,77,448,49667
560,0,22:6e:45:de:34:20,HT,20,2,1,56,75,77,448,49667
561,0,22:6e:45:de:34:20,HT,20,2,1,56,75,75,448,49668
562,0,22:6e:45:de:34:20,HT,20,2,1,56,73,75,448,49667
563,0,22:6e:45:de:34:20,HT,20,2,1,56,74,75,448,49666
564,0,22:6e:45:de:34:20,HT,20,2,1,56,74,75,448,49666
565,0,22:6e:45:de:34:20,HT,20,2,1,56,75,80,448,49667
566,0,22:6e:45:de:34:20,HT,20,2,1,56,73,78,448,49666
567,0,22:6e:45:de:34:20,HT,20,2,1,56,74,79,448,49666
568,0,22:6e:45:de:34:20,HT,20,2,1,56,74,78,448,49666
569,0,22:6e:45:de:34:20,HT,20,2,1,56,75,74,448,49667
570,0,22:6e:45:de:34:20,HT,20,2,1,56,73,79,448,49667
571,0,22:6e:45:de:34:20,HT,20,2,1,56,74,76,448,49667
572,0,22:6e:45:de:34:20,HT,20,2,1,56,74,76,448,49666
573,0,22:6e:45:de:34:20,HT,20,2,1,56,74,78,448,49668
574,0,22:6e:45:de:34:20,HT,20,2,1,56,73,77,448,49667
575,0,22:6e:45:de:34:20,HT,20,2,1,56,73,77,448,49666
576,0,22:6e:45:de:34:20,HT,20,2,1,56,73,77,448,49666
577,0,22:6e:45:de:34:20,HT,20,2,1,56,73,77,448,49667
578,0,22:6e:45:de:34:20,HT,20,2,1,56,73,76,448,49666
579,0,22:6e:45:de:34:20,HT,20,2,1,56,72,77,448,49666
580,0,22:6e:45:de:34:20,HT,20,2,1,56,72,77,448,49667
581,0,22:6e:45:de:34:20,HT,20,2,1,56,72,77,448,49668
582,0,22:6e:45:de:34:20,HT,20,2,1,56,73,76,448,49667
583,0,22:6e:45:de:34:20,HT,20,2,1,56,73,76,448,49667
584,0,22:6e:45:de:34:20,HT,20,2,1,56,74,75,448,49667
585,0,22:6e:45:de:34:20,HT,20,2,1,56,72,77,448,49667
586,0,22:6e:45:de:34:20,HT,20,2,1,56,74,74,448,49666
587,0,22:6e:45:de:34:48,HT,20,2,1,56,75,73,448,49666
588,0,22:6e:45:de:34:20,HT,20,2,1,56,75,74,448,49666
589,0,22:6e:45:de:34:20,HT,20,2,1,56,73,78,448,49668
590,0,22:6e:45:de:34:20,HT,20,2,1,56,73,78,448,49667
591,0,22:6e:45:de:34:20,HT,20,2,1,56,74,79,448,49667
592,0,22:6e:45:de:34:20,HT,20,2,1,56,74,78,448,49667
593,0,22:6e:45:de:34:20,HT,20,2,1,56,74,76,448,49667
594,0,22:6e:45:de:34:20,HT,20,2,1,56,74,78,448,49667
595,0,22:6e:45:de:34:20,HT,20,2,1,56,74,77,448,49666
596,0,22:6e:45:de:34:20,HT,20,2,1,56,73,76,448,49666
597,0,22:6e:45:de:34:20,HT,20,2,1,56,74,78,448,49666
598,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,73,71,448,180742
599,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,73,71,448,180741
600,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,74,71,448,180741
601,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,74,71,448,180741
602,0,22:6e:45:de:34:20,HT,20,2,1,56,80,79,448,49667
603,0,22:6e:45:de:34:20,HT,20,2,1,56,76,77,448,49668
604,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,72,71,448,180742
605,0,22:6e:45:de:34:20,HT,20,2,1,56,74,77,448,49667
606,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,72,72,448,180742
607,0,22:6e:45:de:34:20,HT,20,2,1,56,74,76,448,49666
608,0,22:6e:45:de:34:20,HT,20,2,1,56,74,77,448,49666
609,0,22:6e:45:de:34:20,HT,20,2,1,56,76,75,448,49667
610,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,72,72,448,180742
611,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,72,71,448,180742
612,0,22:6e:45:de:34:20,HT,20,2,1,56,75,74,448,49667
613,0,22:6e:45:de:34:20,HT,20,2,1,56,74,74,448,49666
614,0,22:6e:45:de:34:20,HT,20,2,1,56,73,80,448,49667
615,0,22:6e:45:de:34:20,HT,20,2,1,56,73,79,448,49666
616,0,22:6e:45:de:34:20,HT,20,2,1,56,73,76,448,49667
617,0,22:6e:45:de:34:20,HT,20,2,1,56,73,76,448,49667
618,0,22:6e:45:de:34:20,HT,20,2,1,56,73,75,448,49666
619,0,22:6e:45:de:34:20,HT,20,2,1,56,73,76,448,49666
620,0,22:6e:45:de:34:20,HT,20,2,1,56,74,78,448,49666
621,0,22:6e:45:de:34:20,HT,20,2,1,56,74,76,448,49666
622,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,73,72,448,180742
623,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,71,72,448,180742
624,0,22:6e:45:de:34:20,HT,20,2,1,56,74,76,448,49667
625,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,71,70,448,180740
626,0,22:6e:45:de:34:20,HT,20,2,1,56,75,77,448,49667
627,0,22:6e:45:de:34:20,HT,20,2,1,56,75,78,448,49667
628,0,22:6e:45:de:34:20,HT,20,2,1,56,75,77,448,49667
629,0,22:6e:45:de:34:20,HT,20,2,1,56,75,75,448,49667
630,0,22:6e:45:de:34:20,HT,20,2,1,56,74,77,448,49667
631,0,22:6e:45:de:34:20,HT,20,2,1,56,74,78,448,49667
632,0,22:6e:45:de:34:20,HT,20,2,1,56,75,74,448,49667
633,0,22:6e:45:de:34:20,HT,20,2,1,56,75,76,448,49667
634,0,22:6e:45:de:34:20,HT,20,2,1,56,74,75,448,49667
635,0,22:6e:45:de:34:20,HT,20,2,1,56,74,75,448,49666
636,0,22:6e:45:de:34:20,HT,20,2,1,56,74,79,448,49666
637,0,22:6e:45:de:34:20,HT,20,2,1,56,75,79,448,49667
638,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,73,72,448,180741
639,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,72,73,448,180741
640,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,72,72,448,180741
641,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,69,73,448,180741
642,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,70,74,448,180741
643,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,70,74,448,180741
644,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,70,72,448,180741
645,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,70,73,448,180741
646,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,71,73,448,180741
647,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,70,73,448,180740
648,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,70,74,448,180740
649,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,71,74,448,180740
650,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,71,75,448,180741
651,0,22:6e:45:de:34:20,HT,20,2,1,56,75,75,448,49668
652,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,70,72,448,180741
653,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,71,72,448,180741
654,0,22:6e:45:de:34:20,HT,20,2,1,56,75,76,448,49667
655,0,22:6e:45:de:34:20,HT,20,2,1,56,74,76,448,49666
656,0,22:6e:45:de:34:20,HT,20,2,1,56,74,78,448,49666
657,0,22:6e:45:de:34:20,HT,20,2,1,56,74,76,448,49668
658,0,22:6e:45:de:34:20,HT,20,2,1,56,73,76,448,49667
659,0,22:6e:45:de:34:20,HT,20,2,1,56,74,76,448,49666
660,0,22:6e:45:de:34:20,HT,20,2,1,56,73,76,448,49666
661,0,22:6e:45:de:34:20,HT,20,2,1,56,74,77,448,49667
662,0,22:6e:45:de:34:20,HT,20,2,1,56,74,75,448,49667
663,0,22:6e:45:de:34:20,HT,20,2,1,56,75,80,448,49667
664,0,22:6e:45:de:34:20,HT,20,2,1,56,73,79,448,49666
665,0,22:6e:45:de:34:20,HT,20,2,1,56,75,80,448,49667
666,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,72,73,448,180740
667,0,22:6e:45:de:34:20,HT,20,2,1,56,75,75,448,49667
668,0,22:6e:45:de:34:20,HT,20,2,1,56,75,74,448,49667
669,0,22:6e:45:de:34:20,HT,20,2,1,56,75,75,448,49667
670,0,22:6e:45:de:34:20,HT,20,2,1,56,73,78,448,49667
671,0,22:6e:45:de:34:20,HT,20,2,1,56,73,77,448,49666
672,0,22:6e:45:de:34:20,HT,20,2,1,56,73,77,448,49666
673,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,73,448,49671
674,0,22:6e:45:de:34:20,HT,20,2,1,56,74,76,448,49666
675,0,22:6e:45:de:34:20,HT,20,2,1,56,75,76,448,49667
676,0,22:6e:45:de:34:20,HT,20,2,1,56,75,77,448,49667
677,0,22:6e:45:de:34:20,HT,20,2,1,56,74,77,448,49666
678,0,22:6e:45:de:34:20,HT,20,2,1,56,75,77,448,49666
679,0,22:6e:45:de:34:20,HT,20,2,1,56,75,78,448,49667
680,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,71,70,448,180742
681,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,69,448,49671
682,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,69,448,49671
683,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,69,448,49671
684,0,22:6e:45:de:34:20,HT,20,2,1,56,74,77,448,49668
685,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,69,74,448,180741
686,0,22:6e:45:de:34:20,HT,20,2,1,56,74,76,448,49667
687,0,22:6e:45:de:34:20,HT,20,2,1,56,74,76,448,49667
688,0,22:6e:45:de:34:20,HT,20,2,1,56,74,78,448,49668
689,0,22:6e:45:de:34:20,HT,20,2,1,56,74,76,448,49667
690,0,22:6e:45:de:34:20,HT,20,2,1,56,74,76,448,49666
691,0,22:6e:45:de:34:20,HT,20,2,1,56,73,74,448,49667
692,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,69,448,49671
693,0,22:6e:45:de:34:20,HT,20,2,1,56,74,77,448,49667
694,0,22:6e:45:de:34:20,HT,20,2,1,56,74,76,448,49667
695,0,22:6e:45:de:34:20,HT,20,2,1,56,73,75,448,49666
696,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,69,448,49671
697,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,66,69,448,49671
698,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,66,69,448,49671
699,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,70,448,49671
700,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,71,448,49671
701,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,72,448,49671
702,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,72,448,49669
703,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,71,448,49671
704,0,22:6e:45:de:34:20,HT,20,2,1,56,74,76,448,49667
705,0,22:6e:45:de:34:20,HT,20,2,1,56,74,75,448,49666
706,0,22:6e:45:de:34:20,HT,20,2,1,56,73,76,448,49667
707,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,71,448,49671
708,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,72,448,49671
709,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,71,448,49671
710,0,22:6e:45:de:34:20,HT,20,2,1,56,73,77,448,49668
711,0,22:6e:45:de:34:20,HT,20,2,1,56,72,77,448,49667
712,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,69,73,448,49669
713,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,71,448,49671
714,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,71,448,49671
715,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,70,448,49671
716,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,68,70,448,49671
717,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,71,448,49671
718,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,69,448,49671
719,0,3a:8d:ef:b5:3b:fc,HT,20,2,1,56,67,71,448,49669
720,0,d4:3b:04:9a:7c:70,HT,20,2,1,56,73,75,448,180740
721,0,68:72:51:58:79:97,HT,20,2,1,56,76,80,448,180740
722,0,68:72:51:58:79:97,HT,20,2,1,56,77,80,448,180740
723,0,68:72:51:58:79:97,HT,20,2,1,56,76,79,448,180740
